nct,duration_class,velocity_class,both,child,adult_height_endpoint,has_results,n,minage,maxage,status,start,sponsor,intervention,condition,title
NCT00024336,estrogen_blockade,,False,True,False,False,,,19 Years,UNKNOWN,1999-08,Children's Cancer and Leukaemia Group,"tamoxifen citrate, radiation therapy",Brain and Central Nervous System Tumors,Radiation Therapy and Tamoxifen in Treating Children With Newly Diagnosed Brain Stem Glioma
NCT04009044,,,False,False,False,False,156,18 Years,,ACTIVE_NOT_RECRUITING,2020-02-17,Northwestern University,"Afimoxifene, Core Biopsy, Questionnaire Administration","Cancer Survivor, Ductal Breast Carcinoma In Situ, Invasive Breast Carc",Topical Afimoxifene in Treating Patients With Breast Cancer Who Have Undergone Radiation Therapy on One Breast
NCT00290654,estrogen_blockade,,False,False,False,True,45,18 Years,,TERMINATED,2002-12,"Masonic Cancer Center, University of Min","Tamoxifen, Lumpectomy, brachytherapy",Breast Cancer,Internal Radiation Therapy After Lumpectomy in Treating Women With Ductal Carcinoma in Situ
NCT00873366,estrogen_blockade,,False,False,False,True,92,18 Years,120 Years,TERMINATED,2009-05,Mayo Clinic,"dextromethorphan hydrobromide, tamoxifen citrate, high performance liquid chromatography, laboratory biomarker analysis,",Breast Cancer,Breath Test for Women Receiving Tamoxifen in the Prevention or Treatment of Breast Cancer
NCT00005822,estrogen_blockade,,False,False,False,False,21,18 Years,,COMPLETED,2000-04,Case Comprehensive Cancer Center,"doxorubicin hydrochloride, semaxanib, conventional surgery, radiation therapy, tamoxifen",Breast Cancer,SU5416 and Doxorubicin in Treating Patients With Stage IIIB or Stage IV Inflammatory Breast Cancer
NCT00499083,estrogen_blockade,,False,False,False,True,17,19 Years,120 Years,COMPLETED,2006-05-01,University of Nebraska,"therapeutic autologous dendritic cells, aromatase inhibition therapy, cyclophosphamide, doxorubicin hydrochloride, pacli",Breast Cancer,"Paclitaxel, Cyclophosphamide & Doxorubicin, Autologous Dendritic Cells & Surgery in Stage II/III Breast Cancer (Women)"
NCT03382834,estrogen_blockade,,False,False,False,True,31,18 Years,65 Years,COMPLETED,2018-04-26,National Institute of Allergy and Infect,"Tamoxifen, Vorinostat, Antiretroviral drugs",HIV Infections,Selective Estrogen Receptor Modulators to Enhance the Efficacy of Viral Reactivation With Histone Deacetylase Inhibitors
NCT00002644,estrogen_blockade,,False,False,False,False,7154,35 Years,70 Years,COMPLETED,1994-01,Queen Mary University of London,"Tamoxifen Citrate 20Mg Tab, Placebo",Breast Cancer,Tamoxifen for the Prevention of Breast Cancer in High-Risk Women
NCT05296798,gnrh_analogue,,False,False,False,False,922,18 Years,,ACTIVE_NOT_RECRUITING,2022-07-18,Hoffmann-La Roche,"Phesgo, Giredestrant, Docetaxel, Paclitaxel, LHRH Agonist, Optional Endocrine Therapy of Investigator's Choice",Locally Advanced or Metastatic Breast Cancer,"A Study to Evaluate the Efficacy and Safety of Giredestrant in Combination With Phesgo (Pertuzumab, Trastuzumab, and Hya"
NCT02355600,estrogen_blockade,,False,False,False,False,20,18 Years,35 Years,UNKNOWN,2014-11,Instituto de Investigacion Sanitaria La ,Oocyte retrieval,Breast Cancer,Oocyte Recovery During Tamoxifen Adjuvant Therapy
NCT00532428,estrogen_blockade,,False,False,False,False,31,55 Years,85 Years,COMPLETED,2003-04,Eli Lilly and Company,"Raloxifene, Raloxifene, Placebo","Osteoporosis, Post-Menopausal",Long Term Effects of Raloxifene Treatment on Bone Quality
NCT06320990,estrogen_blockade,,False,False,False,False,15,19 Years,,RECRUITING,2025-01-22,University of Nebraska,Tamoxifen 20mg,"Pancreatic Cyst, Pancreatic Mucinous Cystic Neoplasm",Chemoprevention With Tamoxifen in Pre-Invasive Pancreas Mucinous Cystic Neoplasms Not Undergoing Immediate Resection
NCT02824224,estrogen_blockade,,False,True,False,True,42,15 Years,45 Years,COMPLETED,2016-09-06,Oregon Health and Science University,"Tamoxifen, Placebo (for Tamoxifen)","Menorrhagia, Metrorrhagia, Medicated Intrauterine Devices",Tamoxifen to Reduce Unscheduled Bleeding in New Users of the Levonorgestrel-releasing Intrauterine System (LNG-IUS)
NCT04740697,estrogen_blockade,,False,True,False,False,200,18 Months,,RECRUITING,2021-02-12,Institut Claudius Regaud,Treatment requiring adjuvant Hormonal Therapy (HT) with tamoxifen.,Breast Cancer,Study to Evaluate the Impact of the Use of Alternative and Complementary Therapies on Therapeutic Adherence in Patients 
NCT00002707,estrogen_blockade,,False,True,False,False,2411,,,COMPLETED,1995-12,NSABP Foundation Inc,"Cyclophosphamide, Docetaxel, Doxorubicin, Tamoxifen",Breast Cancer,Chemotherapy in Treating Women With Breast Cancer That Can Be Surgically Removed
NCT00003678,estrogen_blockade,,False,True,False,False,20000,,,UNKNOWN,1991-05,University Hospital Birmingham,"tamoxifen citrate, adjuvant therapy",Breast Cancer,Tamoxifen in Treating Women With Breast Cancer
NCT00727883,estrogen_blockade,,False,True,False,False,190,,,COMPLETED,2007-07,AstraZeneca,,Breast Cancer,Retrospective Observational Trial on Reasons for Withdraw of Adjuvant Tamoxifen in Breast Cancer Patients
NCT04024462,,,False,False,False,True,200,18 Years,,COMPLETED,2020-02-05,Hoffmann-La Roche,"Pertuzumab IV, Trastuzumab IV, Pertuzumab and Trastuzumab FDC SC, Doxorubicin, Cyclophosphamide, Docetaxel, Surgery, Pos",HER2-positive Early Breast Cancer,"A Two-Arm Study to Evaluate the Pharmacokinetics, Efficacy, and Safety of Subcutaneous Administration of the Fixed-Dose "
NCT02479256,estrogen_blockade,,False,True,False,False,600,,,COMPLETED,2015-06,Ain Shams University,"Clomiphene citrate, Tamoxifen Placebo, Tamoxifen, Clomiphene citrate placebo",PCOS,Clomiphene Citrate Versus Tamoxifen for Ovulation Induction in PCOs
NCT00189358,estrogen_blockade,,False,False,False,False,,18 Years,,COMPLETED,,AGO Study Group,"ZD1839, tamoxifen","Ovarian Cancer, Cancer of the Fallopian Tube, Peritoneal Cancer","A Phase II Study of ZD1839 and Tamoxifen in Patients With Epithelial Ovarian Carcinoma, Cancer of the Fallopian Tube or "
NCT03582865,estrogen_blockade,,False,False,False,False,100,20 Years,50 Years,UNKNOWN,2019-09-01,Assiut University,Tamoxifen 20 mg,Breast Cancer,Genetic Study of CYP2D6 Enzyme and Therapeutic Drug Monitoring of Tamoxifen
NCT00590785,estrogen_blockade,,False,True,False,False,60,,,COMPLETED,1996-08-13,National Cancer Institute (NCI),"Doxorubicin, Cyclophosphamide, G-CSF, tamoxifen, ciprofloxacin","High Risk, Breast Cancer, Positive Nodes, Cyclophosphamide, Doxorubici",Phase III Comparison of Adjuvant Chemotherapy W/High-Dose Cyclophosphamide Plus Doxorubicin (AC) vs Sequential Doxorubic
NCT00808522,,,False,False,False,False,84,30 Years,75 Years,UNKNOWN,2008-12,New York Presbyterian Hospital,hCG,Breast Cancer,Prevention of Breast Cancer: As Simple as hCG-A Randomized Clinical Trial in High Risk Women
NCT04565054,,,False,False,False,False,1260,18 Years,,ACTIVE_NOT_RECRUITING,2020-09-02,Women's Cancer Study Group GmbH,Abemaciclib 50 MG; 150mg 1-0-1 per os,Breast Cancer Female,"Adjuvant Therapy With Abemaciclib + SOC ET vs. SOC ET in Clinical or Genomic High Risk, HR+/HER2- EBC"
NCT00003050,estrogen_blockade,,False,False,False,False,46,18 Years,,COMPLETED,1997-04,University of Southern California,"cyclophosphamide, doxorubicin hydrochloride, paclitaxel, tamoxifen citrate, surgical procedure, radiation therapy",Breast Cancer,Radiation Therapy Plus Paclitaxel in Treating Patients With Stage IIB or Stage III Breast Cancer
NCT05525481,estrogen_blockade,,False,False,False,False,100,18 Years,,UNKNOWN,2022-11-01,Erasmus Medical Center,Tamoxifen,ER+ Breast Cancer,Tamoxifen Prediction Study in Patients With ER+ Breast Cancer
NCT01357772,estrogen_blockade,,False,False,False,False,500,18 Years,75 Years,ACTIVE_NOT_RECRUITING,2008-11-12,Andrea DeCensi,"Tamoxifen, placebo","Carcinoma, Intraductal, Noninfiltrating, Recurrence, Local Neoplasm, B",Trial of Low Dose Tamoxifen in Women With Breast Intraepithelial Neoplasia - Long Term Follow-up
NCT06982313,estrogen_blockade,,False,False,False,False,1545,18 Years,,COMPLETED,1996-07-01,Ente Ospedaliero Ospedali Galliera,"Tamoxifen (Nolvadex), Tamoxifen (Nolvadex) placebo",Breast Cancer Invasive,Long-term Follow-up of the TAM-01 Study and Pooled Analysis of Low-dose Tamoxifen Studies in Non-invasive or Microinvasi
NCT00381927,,,False,False,False,False,80,18 Years,,COMPLETED,2003-08,Baystate Medical Center,Physician Counseling,Breast Cancer,Effect of Counseling on Psychological Stress Amongst Women Felt to be at High Risk for Breast Cancer Development
NCT00016341,estrogen_blockade,,False,True,False,False,,,,TERMINATED,2001-05,Gynecologic Oncology Group,"filgrastim, cisplatin, doxorubicin hydrochloride, megestrol acetate, paclitaxel, tamoxifen citrate",Endometrial Cancer,"Combination Chemotherapy Compared With Hormone Therapy in Treating Patients With Recurrent, Stage III, or Stage IV Endom"
NCT00086749,estrogen_blockade,,False,False,False,False,53,20 Years,45 Years,COMPLETED,2003-02,Northwestern University,,Breast Cancer,Effect of Tamoxifen on Breast Density in Premenopausal Women With Breast Cancer or High Risk for Breast Cancer
NCT00003865,,,False,False,False,False,0,18 Years,120 Years,WITHDRAWN,1999-07-22,George Washington University,toremifene,Ovarian Cancer,Toremifene in Treating Patients With Ovarian Cancer
NCT02070692,estrogen_blockade,,False,True,False,True,56,15 Years,45 Years,COMPLETED,2014-02,Oregon Health and Science University,"Tamoxifen, Placebo",Menstruation Disturbances,Tamoxifen for the Treatment of Unfavorable Bleeding in Contraceptive Implant Users
NCT02094495,estrogen_blockade,,False,False,False,False,300,18 Years,,UNKNOWN,2014-06,"National Cancer Center, Korea",,Breast Cancer,Pilot Study About Tamoxifen Therapy for Breast Cancer Patients
NCT00002581,estrogen_blockade,,False,True,False,False,1000,,70 Years,COMPLETED,1993-06,Scottish Cancer Therapy Network,"cyclophosphamide, fluorouracil, methotrexate, tamoxifen citrate, conventional surgery, radiation therapy",Breast Cancer,Tamoxifen With or Without Combination Chemotherapy in Treating Postmenopausal Women With Operable Invasive Breast Cancer
NCT02988986,estrogen_blockade,,False,False,False,True,28,18 Years,,COMPLETED,2017-04-24,The Methodist Hospital Research Institut,"TAK-228, Tamoxifen",Estrogen Receptor Positive Breast Cancer,"TAK-228 Plus Tamoxifen in Patients With ER-Positive, HER2-negative Breast Cancer"
NCT06184750,estrogen_blockade,,False,False,False,False,200,18 Years,55 Years,RECRUITING,2024-09-27,National Cancer Institute (NCI),"Biopsy Procedure, Biospecimen Collection, Mammography, Questionnaire Administration, Tamoxifen","Breast Atypical Ductal Hyperplasia, Breast Atypical Lobular Hyperplasi","Finding the Best Tamoxifen Dose for Breast Cancer Risk Reduction in Premenopausal Women, RENAISSANCE Trial"
NCT02747004,estrogen_blockade,,False,False,False,True,234,18 Years,,ACTIVE_NOT_RECRUITING,2016-09-14,Eli Lilly and Company,"Abemaciclib, Tamoxifen, Prophylactic Loperamide",Metastatic Breast Cancer,A Study of Abemaciclib (LY2835219) Plus Tamoxifen or Abemaciclib Alone in Women With Metastatic Breast Cancer
NCT02819921,estrogen_blockade,,False,False,False,False,59,19 Years,,TERMINATED,2017-11-10,Seoul National University Hospital,"Desvenlafaxine succinate 100mg, Desvenlafaxine succinate 50mg, Placebo","Hot Flashes, Breast Neoplasms",Desvenlafaxine for Treatment of Hot Flashes in Women With Breast Cancer Taking Tamoxifen
NCT00966043,estrogen_blockade,,False,False,False,False,158,18 Years,,COMPLETED,2009-06,Vlaamse Vereniging voor Obstetrie en Gyn,,Breast Neoplasms,Prevalence of Genetic Polymorphisms in Genes Coding for Tamoxifen Metabolising Enzymes
NCT01419197,,,False,False,False,True,602,18 Years,,COMPLETED,2011-09,Hoffmann-La Roche,"Trastuzumab emtansine, Treatment of physician's choice",Breast Cancer,A Study of Trastuzumab Emtansine in Comparison With Treatment of Physician's Choice in Participants With HER2-positive B
NCT01391689,,,False,False,False,False,144,19 Years,,COMPLETED,2011-02,University of Arizona,"diindolylmethane, placebo","Stage IA Breast Cancer, Stage IB Breast Cancer, Stage II Breast Cancer",Diindolylmethane in Treating Patients With Breast Cancer
NCT00749138,estrogen_blockade,,False,False,False,False,18,18 Years,75 Years,COMPLETED,2008-11,"Bader, Ted, M.D.",tamoxifen,Chronic Hepatitis C,Fourteen Day Safety of Low-Dose Tamoxifen in Patients With Chronic Hepatitis C Who Have Failed Standard Medical Therapy
NCT00943527,,,False,False,False,False,110,35 Years,45 Years,COMPLETED,2008-01,Mayo Clinic,,Breast Cancer,Hormonal Effects on Tc-99m Sestamibi Uptake in the Breast
NCT01214291,,,False,False,False,False,0,50 Years,80 Years,WITHDRAWN,2011-03,GTx,Toremifene,Risk of Bone Fracture Occurrences,Efficacy and Safety Study of Toremifene Citrate for the Reduction in the Risk of New Bone Fracture Occurrences in Men Wi
NCT03719495,,,False,False,False,False,68,18 Years,75 Years,COMPLETED,2019-06-19,Duke University,,"Breast Cancer, Estrogen Receptor-positive Breast Cancer, Healthy",Evaluation of Endocrine Therapy Effects of Host Immunity in Early Stage Breast Cancer
NCT00006388,estrogen_blockade,,False,False,False,False,77,18 Years,,COMPLETED,2000-12,Radiation Therapy Oncology Group,"tamoxifen citrate, radiation therapy",Brain and Central Nervous System Tumors,Radiation Therapy and Tamoxifen in Treating Adults With Newly Diagnosed Supratentorial Glioblastoma Multiforme
NCT00368459,estrogen_blockade,,False,False,False,True,42,60 Years,,COMPLETED,2006-08,Stanford University,"raloxifene, Placebo",Alzheimer Disease,Raloxifene for Women With Alzheimer's Disease
NCT01503905,estrogen_blockade,,False,False,False,False,600,18 Years,,UNKNOWN,2011-12,Sun Yat-Sen Memorial Hospital of Sun Yat,"Docetaxel, epirubicin, cyclophosphamide, Modified radical mastectomy or breast-conserving Surgery, Docetaxel (post-opera",Breast Cancer Nos Premenopausal,Neoadjuvant Chemotherapy for Operable Premenopausal Breast Cancer Patients
NCT01544894,estrogen_blockade,,False,False,False,False,80,50 Years,70 Years,COMPLETED,2009-09,University of Valencia,"Raloxifene, Strontium ranelate","Postmenopausal Osteoporosis, Compliance",Clinical Study of Raloxifene and Strontium Ranelate in Postmenopausal Osteoporosis
NCT00764322,estrogen_blockade,,False,False,False,True,501,21 Years,120 Years,COMPLETED,2008-06-18,UNC Lineberger Comprehensive Cancer Cent,"tamoxifen citrate, gene expression analysis, pharmacogenomic studies, questionnaire administration, quality-of-life asse","Breast Cancer, Menopausal Symptoms",Studying Blood Samples From Women With Breast Cancer or Ductal Carcinoma In Situ Who Are Receiving Tamoxifen
NCT01341171,estrogen_blockade,,False,False,False,False,30,18 Years,,COMPLETED,2009-08,University of Vermont,,Breast Cancer,The Impact of Tamoxifen and Aromatase Inhibitors on Platelet Proteins
NCT06660030,estrogen_blockade,,False,False,False,False,10,18 Years,,TERMINATED,2024-03-01,University of Pennsylvania,No intervention,Breast Cancer Female,Factors Influencing Tamoxifen Adherence in Women With Breast Cancer Receiving Tamoxifen in Botswana.
NCT05460819,,,False,False,False,False,90,18 Years,75 Years,NOT_YET_RECRUITING,2022-08-01,Nanjing University of Traditional Chines,"Acupuncture treatment, Sham Acupuncture treatment","Hot Flashes, Breast Cancer, Acupuncture",Acupuncture for Hot Flashes in Patients With Hormone Receptor-positive Breast Cancer.
NCT00295100,estrogen_blockade,,False,False,False,False,78,25 Years,45 Years,COMPLETED,2000-09,University of Pennsylvania,Tamoxifen,Breast Cancer,Tamoxifen-MRI Study
NCT01273168,,,False,False,False,False,40,18 Years,120 Years,COMPLETED,2011-03-01,National Cancer Institute (NCI),Z-Endoxifen,"Hormone Receptor-Positive Breast, Gynecologic, Desmoid, Hormone Recept",Endoxifen in Adults With Hormone Receptor Positive Solid Tumors
NCT03707340,estrogen_blockade,,False,False,False,False,43,21 Years,,ACTIVE_NOT_RECRUITING,2018-09-14,Memorial Sloan Kettering Cancer Center,Flibanserin Pill,"Breast Cancer, Hyposexual Desire Disorder",A Study of Flibanserin in Breast Cancer Survivors on Tamoxifen or Aromatase Inhibitors
NCT03715413,estrogen_blockade,,False,False,False,False,64,20 Years,60 Years,COMPLETED,2018-08-15,Mansoura University,"pulsed radiofrequency of 2nd , 3rd and 4th thoracic dorsal root ganglia., Tamoxifen",Breast Fibroadenoma,Analgesic Efficacy of Pulsed Radiofrequency in Non-cyclic Mastalgia
NCT00001504,estrogen_blockade,,False,True,False,False,18,,,COMPLETED,1996-05,National Cancer Institute (NCI),9-cis-Retinoic Acid,"Breast Cancer, Breast Neoplasm",A Phase I Trial of Tamoxifen and 9-Cis-Retinoic Acid in Breast Cancer Patients
NCT00002679,estrogen_blockade,,False,False,False,False,89,18 Years,,COMPLETED,1994-02,Yale University,"filgrastim, cyclophosphamide, doxorubicin hydrochloride, paclitaxel, tamoxifen citrate, radiation therapy",Breast Cancer,"Adjuvant High-Dose, Sequential Chemotherapy in Treating Patients With Resected Breast Cancer"
NCT04915846,estrogen_blockade,,False,True,False,False,6,6 Months,,TERMINATED,2020-12-18,James Dowling,"ApoTamox 10mg, Placebo",X Linked Myotubular Myopathy,Tamoxifen Therapy for Myotubular Myopathy
NCT02762643,estrogen_blockade,,False,False,False,False,61,19 Years,,COMPLETED,2016-05,Alvogen Korea,"DP-R213, Raloxifene, Cholecaliferol",Healthy,DP-R213 Pharmacokinetics Study
NCT02354001,estrogen_blockade,,False,False,False,False,80,18 Years,45 Years,COMPLETED,2011-04,The Alfred,"Raloxifene hydrochloride, Placebo","Schizophrenia, Schizoaffective Disorder",Selective Estrogen Receptor Modulators for Women of Child-bearing Age With Schizophrenia
NCT00096369,estrogen_blockade,,False,False,False,False,130,35 Years,120 Years,TERMINATED,2000-02,University of Texas Southwestern Medical,tamoxifen citrate,Breast Cancer,Tamoxifen in Preventing Breast Cancer in Women at Increased Risk for Breast Cancer
