gene,pct_donor1,pct_donor2,pct_donor3,pct_donor4,n_donors_detected
LINC02574,0.06,0.15,0.00,0.26,0
IFI6,2.95,23.70,5.58,14.88,4
AL445490.1,0.25,0.33,0.00,0.26,0
AL020997.5,0.23,0.43,0.27,1.04,1
FAM76A,12.86,9.85,22.12,12.79,4
STX12,29.20,23.11,28.73,20.37,4
AL020997.2,0.13,0.14,0.31,0.78,0
AL020997.3,0.11,0.08,0.26,0.00,0
AL020997.4,0.28,0.24,0.00,0.00,0
PPP1R8,8.22,7.08,18.22,14.10,4
THEMIS2,8.91,10.78,0.46,3.92,3
RPA2,9.27,16.33,15.21,14.36,4
SMPDL3B,0.57,1.08,0.02,0.00,1
AL512288.1,0.79,0.60,0.00,0.00,0
XKR8,1.36,2.18,4.09,2.61,4
EYA3,27.01,26.74,14.78,13.84,4
PTAFR,2.38,4.71,0.39,1.04,3
DNAJC8,15.86,23.79,45.05,33.16,4
ATP5IF1,10.52,30.85,68.40,39.16,4
AL353622.1,1.28,2.22,1.38,0.78,3
AL353622.2,0.00,0.07,0.01,0.26,0
SESN2,16.34,7.25,8.34,5.48,4
MED18,1.59,2.32,3.75,1.31,4
PHACTR4,47.44,38.95,39.16,27.15,4
RCC1,25.67,13.32,28.63,10.70,4
SNHG3,8.16,5.00,20.36,9.66,4
TRNAU1AP,14.18,15.77,14.92,12.01,4
SNHG12,14.15,17.30,18.57,13.58,4
TAF12,10.25,11.87,24.10,13.58,4
RAB42,0.81,0.46,1.90,1.83,2
LINC01715,0.89,1.06,2.41,0.52,2
AL360012.1,4.78,1.79,2.84,7.57,4
GMEB1,11.86,9.79,12.14,8.36,4
YTHDF2,25.44,21.20,39.43,22.45,4
OPRD1,0.59,0.15,0.58,0.00,0
AL009181.1,0.09,0.14,0.02,0.00,0
EPB41,32.65,49.95,3.25,12.53,4
TMEM200B,0.74,0.80,0.45,1.83,1
AL357500.1,0.55,0.33,0.01,0.00,0
SRSF4,50.48,45.05,50.04,32.90,4
MECR,9.44,6.00,11.56,6.53,4
AL590729.1,0.00,0.01,0.00,0.00,0
PTPRU,5.31,1.29,5.97,2.61,4
LINC01756,0.00,0.05,0.00,0.00,0
AL645944.2,0.00,0.01,0.00,0.00,0
LINC01648,0.02,0.02,0.00,0.00,0
MATN1,5.59,6.92,73.25,8.88,4
MATN1-AS1,2.59,1.93,4.71,0.78,3
AL137857.1,0.13,0.33,1.23,0.00,1
LAPTM5,20.59,54.49,6.54,18.80,4
AL137027.1,0.00,0.03,0.00,0.00,0
LINC01778,0.08,0.05,0.50,0.26,0
AL445235.1,0.02,0.00,0.00,0.00,0
SDC3,7.14,10.59,36.51,18.02,4
PUM1,61.10,52.23,58.33,38.12,4
NKAIN1,1.02,0.53,0.13,0.00,1
SNRNP40,12.67,12.49,18.32,10.70,4
ZCCHC17,21.11,18.44,23.97,13.32,4
AL451070.1,1.42,2.26,0.00,0.26,2
FABP3,0.91,0.76,2.71,0.52,1
SERINC2,4.49,0.60,20.91,7.05,3
LINC01226,1.21,2.15,0.08,0.52,2
AC114488.1,0.06,0.05,0.00,0.00,0
TINAGL1,3.70,4.75,4.90,15.40,4
HCRTR1,0.11,0.57,0.00,0.00,0
PEF1,7.27,8.64,31.76,17.23,4
AC114488.2,0.81,0.60,0.08,0.52,0
AC114488.3,0.09,0.10,0.16,0.78,0
COL16A1,28.06,12.08,92.92,32.64,4
ADGRB2,0.93,0.60,3.43,2.09,2
AL354919.2,0.00,0.02,0.00,0.00,0
SPOCD1,1.08,0.46,0.44,3.13,2
AL354919.1,0.06,0.07,0.01,0.00,0
AL136115.2,4.65,3.16,0.68,0.78,2
PTP4A2,36.88,50.84,62.52,41.51,4
AL136115.1,0.13,0.10,0.09,0.00,0
AL136115.3,0.28,0.29,0.00,0.52,0
KHDRBS1,45.36,40.51,65.91,44.91,4
AL445248.1,3.74,5.33,0.29,1.04,3
TMEM39B,7.31,6.33,5.45,3.39,4
KPNA6,29.61,26.68,35.81,20.89,4
AL049795.2,0.00,0.22,0.54,0.52,0
TXLNA,18.53,14.21,40.55,24.28,4
CCDC28B,3.40,4.73,29.50,10.44,4
AL049795.1,0.47,0.29,0.59,0.52,0
IQCC,0.76,0.90,2.50,2.09,2
DCDC2B,0.66,1.32,0.25,0.00,1
TMEM234,3.51,2.67,8.43,4.18,4
EIF3I,9.88,16.39,51.83,26.63,4
FAM167B,0.36,0.86,0.99,3.39,1
LCK,6.84,23.01,0.10,3.39,3
HDAC1,11.10,19.45,24.81,14.10,4
MARCKSL1,6.80,11.70,19.08,20.89,4
AL109945.1,0.02,0.03,0.01,0.00,0
TSSK3,1.59,1.26,0.21,0.52,2
FAM229A,0.87,1.30,2.90,1.83,3
BSDC1,20.30,15.03,35.18,22.98,4
ZBTB8B,0.87,0.46,0.91,1.57,1
ZBTB8A,10.78,7.48,6.39,17.49,4
ZBTB8OS,20.36,19.50,21.72,19.32,4
RBBP4,28.52,30.92,38.60,32.38,4
SYNC,4.25,14.02,5.24,23.50,4
AC114489.1,0.02,0.06,0.00,0.00,0
KIAA1522,2.91,1.60,0.93,1.57,3
YARS,31.54,20.35,30.41,14.10,4
S100PBP,24.15,29.96,18.60,16.19,4
FNDC5,0.45,0.83,0.94,1.04,1
HPCA,0.26,0.09,0.11,0.26,0
TMEM54,1.04,1.63,3.07,6.53,4
AL031602.2,2.30,4.20,0.03,0.26,2
RNF19B,23.91,11.37,12.86,7.83,4
AL020995.1,1.45,5.17,0.03,0.78,2
AK2,16.77,17.64,48.67,29.77,4
AZIN2,10.59,6.46,2.86,6.27,4
TRIM62,3.93,5.95,1.20,3.13,4
AL662907.3,0.21,0.25,0.14,0.00,0
ZNF362,16.26,15.50,13.17,13.58,4
AL513327.3,0.15,0.06,0.13,0.26,0
A3GALT2,1.34,1.12,0.00,0.00,2
AL513327.1,2.87,6.31,0.13,0.26,2
PHC2,26.63,20.01,21.62,23.24,4
AL513327.2,1.06,0.78,0.00,0.00,1
ZSCAN20,2.74,0.82,1.49,1.04,3
CSMD2,11.97,2.39,6.19,2.09,4
HMGB4,0.00,0.00,0.01,0.00,0
CSMD2-AS1,0.06,0.02,0.00,0.00,0
C1orf94,0.23,0.02,0.02,0.00,0
AC099565.1,0.06,0.02,0.00,0.00,0
SMIM12,8.12,9.40,19.46,11.49,4
GJB5,0.00,0.00,0.12,0.00,0
GJB4,0.00,0.00,0.02,0.00,0
GJB3,0.00,0.03,0.00,0.00,0
GJA4,0.94,1.39,0.75,9.14,2
DLGAP3,0.34,0.92,0.19,0.52,0
TMEM35B,2.10,8.91,9.00,17.23,4
ZMYM6,17.79,19.16,17.40,12.01,4
ZMYM1,11.27,11.14,8.40,15.14,4
AL590434.1,0.30,0.21,0.10,0.00,0
SFPQ,77.28,71.20,85.78,66.58,4
ZMYM4,40.19,41.21,28.18,27.68,4
ZMYM4-AS1,0.72,3.86,0.00,0.00,1
KIAA0319L,35.83,34.56,29.41,16.45,4
NCDN,2.30,2.23,16.17,8.09,4
AC004865.2,0.70,2.25,0.24,0.78,1
TFAP2E,2.42,2.52,0.84,0.52,2
PSMB2,10.37,17.57,43.88,26.37,4
C1orf216,1.62,2.24,7.61,3.66,4
CLSPN,3.44,1.81,5.15,1.04,4
AL354864.1,0.02,0.04,0.02,0.00,0
AGO4,23.93,23.47,16.52,17.23,4
AGO1,11.73,12.78,21.17,14.88,4
AL139286.3,0.21,0.49,0.11,2.61,1
AL139286.2,0.06,0.05,0.30,0.26,0
AGO3,62.02,51.68,46.56,32.90,4
AL138787.2,3.64,6.79,0.00,0.00,2
TEKT2,0.06,0.02,0.53,0.00,0
ADPRHL2,5.68,6.11,11.38,7.31,4
COL8A2,6.50,3.52,43.44,8.09,4
TRAPPC3,8.23,12.42,34.23,14.36,4
MAP7D1,16.07,13.25,28.21,15.93,4
THRAP3,50.33,45.29,56.51,33.42,4
SH3D21,5.10,2.63,7.38,2.87,4
EVA1B,8.10,8.06,42.45,24.54,4
AL591845.1,0.34,0.30,0.60,0.26,0
STK40,28.40,17.09,15.55,10.44,4
LSM10,1.95,8.35,16.56,9.92,4
OSCP1,4.68,3.16,5.97,2.35,4
MRPS15,3.63,7.44,27.26,12.53,4
CSF3R,4.32,7.48,0.35,1.04,3
AL596257.1,0.02,0.01,0.00,0.00,0
GRIK3,0.28,0.64,0.24,0.52,0
AL353604.1,0.06,0.24,0.00,0.00,0
LINC01137,4.72,4.08,1.17,1.83,4
ZC3H12A,6.35,13.60,5.07,1.57,4
MEAF6,10.14,17.96,23.47,21.93,4
SNIP1,9.24,9.78,12.44,12.01,4
DNALI1,1.28,0.79,4.40,4.18,3
GNL2,19.75,9.80,26.26,9.92,4
AL513220.1,0.19,0.06,0.05,0.52,0
RSPO1,0.55,1.07,0.04,1.31,2
C1orf109,3.14,4.14,8.77,8.88,4
CDCA8,1.23,0.91,3.28,0.52,2
EPHA10,0.26,0.27,0.00,0.00,0
MANEAL,0.40,1.15,1.38,0.00,2
YRDC,2.08,3.58,12.32,6.27,4
C1orf122,4.95,11.33,57.48,25.33,4
MTF1,13.48,10.49,16.48,8.09,4
AL929472.2,0.11,0.18,0.10,0.26,0
INPP5B,23.12,22.79,10.35,8.62,4
SF3A3,12.50,14.71,35.38,19.06,4
FHL3,2.61,4.65,4.97,7.31,4
UTP11,4.91,6.39,17.66,13.05,4
POU3F1,1.74,2.34,0.60,0.26,2
MIR3659HG,2.13,0.43,0.16,0.00,1
AL390839.2,0.04,0.02,0.00,0.00,0
LINC01685,0.40,0.70,0.01,0.00,0
AL354702.2,0.13,0.05,0.02,0.00,0
RRAGC,7.50,9.79,17.99,19.06,4
AL139260.1,16.75,10.93,0.72,0.52,2
MYCBP,4.42,6.72,15.80,9.14,4
GJA9,1.53,1.01,1.63,4.18,4
RHBDL2,10.39,4.69,16.06,13.58,4
AKIRIN1,25.57,20.83,32.09,23.50,4
NDUFS5,12.77,27.86,72.85,47.78,4
MACF1,85.04,77.41,58.33,52.22,4
AL356055.1,0.13,0.14,0.64,1.04,1
AL442071.2,0.43,1.02,0.08,0.00,1
AL442071.1,0.66,1.03,0.02,0.00,1
BMP8A,7.67,5.89,8.47,14.36,4
PABPC4,33.13,31.85,58.80,58.22,4
PABPC4-AS1,0.34,0.82,0.18,0.00,0
HEYL,2.97,2.25,1.04,6.27,4
NT5C1A,0.06,0.02,0.00,0.00,0
HPCAL4,0.81,0.09,0.25,0.00,0
PPIE,5.65,15.47,26.09,22.19,4
BMP8B,3.36,3.28,12.50,12.53,4
OXCT2,1.68,0.48,4.62,2.09,3
BMP8B-AS1,0.00,0.02,0.00,0.26,0
AL033527.3,0.02,0.07,0.08,0.00,0
AL033527.4,0.72,1.36,0.25,1.04,2
LINC02811,0.42,0.98,0.00,0.00,0
TRIT1,11.80,10.80,11.22,9.92,4
MYCL,1.44,3.53,2.06,3.39,4
AL033527.2,0.00,0.00,0.02,0.00,0
MFSD2A,4.51,2.87,1.09,9.40,4
CAP1,22.74,41.49,40.50,40.21,4
PPT1,8.78,17.40,52.67,28.72,4
RLF,48.50,42.89,17.07,19.32,4
TMCO2,1.04,0.70,0.04,0.00,1
AL050341.2,0.85,1.66,2.42,3.66,3
ZMPSTE24,13.28,10.66,39.47,21.41,4
COL9A2,32.05,21.90,99.05,20.89,4
SMAP2,41.36,66.73,12.17,17.49,4
AL031985.4,0.70,6.59,0.00,0.00,1
ZFP69B,5.65,5.65,1.65,1.04,4
AL031985.3,1.10,1.25,1.90,0.78,3
ZFP69,2.23,3.38,1.46,0.26,3
AL603839.3,7.69,6.01,0.92,2.35,3
EXO5,1.96,1.97,3.27,2.87,4
AL603839.1,0.00,0.00,0.01,0.00,0
AL603839.2,0.04,0.05,0.00,0.00,0
ZNF684,3.61,3.07,2.55,4.70,4
AL356379.2,0.30,0.25,0.00,0.26,0
RIMS3,0.74,1.66,0.81,1.04,2
AL031289.2,0.02,0.06,0.12,0.00,0
AL031289.1,0.64,0.57,0.00,0.00,0
NFYC-AS1,0.87,0.67,0.77,1.31,1
NFYC,25.44,25.91,24.32,14.62,4
KCNQ4,1.13,0.95,0.32,1.31,2
CITED4,1.45,2.18,14.91,6.27,4
AC119677.1,0.06,0.02,0.00,0.00,0
AL391730.2,0.04,0.02,0.00,0.00,0
CTPS1,11.58,5.62,10.75,7.83,4
SLFNL1-AS1,5.27,5.55,0.32,0.52,2
SLFNL1,1.70,2.57,0.37,0.00,2
SCMH1,45.16,35.46,15.38,6.79,4
AC093151.8,0.02,0.09,0.00,1.31,1
AC093151.3,0.02,0.02,0.07,1.31,1
FOXO6,1.08,0.78,1.12,2.35,3
AC093151.2,0.38,0.23,0.94,1.83,1
EDN2,0.04,0.05,0.11,0.00,0
HIVEP3,35.22,37.12,8.54,10.70,4
AL445933.2,0.02,0.01,0.00,0.00,0
AL158216.1,0.00,0.07,0.00,0.00,0
GUCA2A,0.00,0.00,0.07,0.00,0
FOXJ3,42.08,43.01,29.43,24.80,4
AC096540.1,0.00,0.02,0.00,0.00,0
RIMKLA,1.45,0.43,3.51,0.78,2
ZMYND12,0.72,0.60,1.66,1.83,2
PPCS,7.76,14.44,30.98,25.85,4
CCDC30,11.16,11.21,7.34,6.27,4
PPIH,6.82,10.12,11.31,11.23,4
AC098484.4,3.17,2.50,0.20,0.26,2
AC098484.2,0.06,0.15,0.25,0.26,0
YBX1,37.41,54.86,80.93,50.65,4
CLDN19,0.19,0.29,0.18,0.26,0
P3H1,13.92,9.07,76.18,24.02,4
C1orf50,5.02,5.61,10.12,7.57,4
AC098484.1,0.00,0.02,0.00,0.00,0
TMEM269,0.87,2.15,0.34,0.00,1
SVBP,1.81,6.85,6.52,10.97,4
ERMAP,9.24,7.06,13.06,7.83,4
AL512353.1,1.00,0.75,1.91,1.31,3
ZNF691,1.47,1.88,2.93,2.35,4
SLC2A1,11.75,6.48,36.49,11.23,4
SLC2A1-AS1,3.29,1.13,1.95,2.09,4
AC099795.1,0.00,0.00,0.01,0.00,0
FAM183A,0.17,0.05,0.35,0.26,0
EBNA1BP2,5.14,6.89,27.61,13.84,4
CFAP57,0.47,0.77,0.15,1.04,1
TMEM125,0.08,0.40,0.13,0.00,0
C1orf210,0.00,0.00,0.01,0.00,0
TIE1,4.19,3.45,0.69,7.31,3
MPL,0.38,0.25,0.04,0.00,0
AL139289.3,0.08,0.02,0.03,0.26,0
AL139289.2,1.98,1.49,0.61,0.78,2
CDC20,0.47,0.58,3.51,0.26,1
ELOVL1,3.61,7.33,27.04,16.19,4
MED8,6.36,6.83,35.10,14.62,4
AL139289.1,0.09,0.09,0.02,0.26,0
SZT2,20.04,14.78,15.81,13.58,4
SZT2-AS1,0.00,0.05,0.04,0.00,0
HYI,2.81,6.92,12.27,10.44,4
HYI-AS1,0.66,0.72,0.77,0.00,0
PTPRF,9.22,4.59,30.27,11.49,4
KDM4A,15.96,13.21,13.67,9.66,4
KDM4A-AS1,2.53,4.96,4.26,4.96,4
ST3GAL3,37.75,29.14,24.49,10.97,4
AL451062.1,0.70,2.09,0.00,0.00,1
ARTN,0.09,0.08,0.47,0.26,0
AL357079.1,1.13,1.57,0.92,0.26,2
IPO13,2.38,2.59,10.18,6.01,4
AL357079.2,0.11,0.03,0.07,0.00,0
DPH2,1.32,2.86,8.89,6.27,4
ATP6V0B,9.99,21.62,66.24,29.77,4
B4GALT2,11.95,5.61,61.11,20.10,4
CCDC24,3.57,1.93,6.26,2.61,4
SLC6A9,4.14,1.59,7.23,4.18,4
AL139220.2,5.27,0.91,3.17,1.57,3
KLF17,0.19,0.02,0.04,0.26,0
DMAP1,4.83,8.71,16.54,13.32,4
ERI3,30.52,21.67,33.74,13.05,4
ERI3-IT1,0.13,0.02,0.03,0.00,0
RNF220,8.97,13.43,20.38,18.80,4
TMEM53,4.29,2.71,4.09,3.13,4
ARMH1,4.34,4.58,0.79,1.57,3
KIF2C,1.25,1.68,2.18,0.52,3
AL592166.1,3.14,1.20,0.27,0.00,2
RPS8,56.02,90.94,97.25,84.60,4
BEST4,0.43,0.28,0.63,0.26,0
PLK3,11.78,6.51,12.68,8.62,4
TCTEX1D4,0.08,0.04,0.05,0.26,0
BTBD19,15.07,5.34,2.95,2.61,4
PTCH2,11.37,8.00,6.83,8.62,4
EIF2B3,25.31,20.55,15.25,10.44,4
HECTD3,2.29,5.07,7.34,10.70,4
UROD,2.17,6.08,21.04,16.45,4
ZSWIM5,13.31,11.95,1.15,0.52,3
LINC01144,0.04,0.12,0.27,0.00,0
HPDL,0.11,0.29,2.14,0.78,1
MUTYH,4.19,5.91,5.69,7.83,4
TOE1,2.23,2.93,7.28,9.92,4
TESK2,23.74,18.02,11.62,7.05,4
CCDC163,1.02,0.71,0.70,2.87,2
MMACHC,1.93,2.39,3.66,6.01,4
PRDX1,22.81,34.78,82.70,44.91,4
AKR1A1,11.03,17.27,39.63,20.89,4
NASP,50.56,35.40,45.70,30.55,4
CCDC17,0.28,0.57,1.11,1.31,2
GPBP1L1,38.55,39.00,27.61,31.33,4
TMEM69,3.57,4.62,10.65,7.05,4
IPP,9.37,7.64,7.62,6.53,4
AL604028.1,0.25,0.83,1.95,1.83,2
MAST2,34.92,15.15,11.09,6.27,4
PIK3R3,20.79,12.13,5.53,11.49,4
AL358075.1,0.36,0.16,0.11,0.00,0
AL358075.2,0.09,0.02,0.04,0.00,0
TSPAN1,0.43,1.12,0.34,0.26,1
P3R3URF,0.00,0.02,0.01,0.00,0
POMGNT1,5.93,5.60,24.71,14.36,4
LURAP1,3.02,1.41,1.62,3.39,4
RAD54L,2.15,2.01,2.34,0.52,3
LRRC41,28.78,17.98,43.39,23.76,4
UQCRH,15.60,33.95,67.41,44.91,4
NSUN4,16.64,8.91,20.70,13.05,4
FAAH,4.08,2.73,17.29,4.70,4
LINC01398,0.02,0.04,0.02,0.00,0
DMBX1,0.02,0.04,0.00,0.00,0
TMEM275,0.17,0.16,0.08,0.00,0
MKNK1-AS1,0.40,1.46,0.05,0.78,1
KNCN,0.04,0.00,0.05,0.00,0
MKNK1,17.56,18.22,14.19,17.75,4
MOB3C,2.83,3.96,7.00,8.88,4
ATPAF1,9.99,11.55,22.59,15.40,4
TEX38,0.02,0.17,0.07,0.00,0
EFCAB14-AS1,0.32,1.12,0.05,0.78,1
EFCAB14,20.74,25.80,47.64,32.90,4
CYP4B1,0.13,0.09,0.02,0.00,0
CYP4A11,0.08,0.06,0.00,0.26,0
CYP4X1,0.76,1.30,0.38,2.35,2
CYP4Z1,0.15,0.16,0.01,0.00,0
CYP4A22-AS1,1.96,0.35,0.52,0.26,1
LINC00853,0.23,0.13,0.78,0.26,0
PDZK1IP1,0.04,0.09,0.42,0.52,0
TAL1,1.98,1.72,0.32,7.31,3
AL135960.1,0.08,0.02,0.04,0.00,0
STIL,6.72,4.59,6.23,2.61,4
CMPK1,26.74,28.62,74.69,39.43,4
LINC01389,0.55,2.50,0.02,0.00,1
FOXE3,0.00,0.02,0.13,0.00,0
FOXD2-AS1,0.40,0.49,1.36,0.78,1
FOXD2,0.85,0.73,1.91,1.83,2
LINC01738,0.08,0.07,0.02,0.52,0
TRABD2B,23.32,8.61,22.01,10.44,4
AC096541.1,0.06,0.05,0.05,0.00,0
LINC02794,4.70,1.67,0.30,0.52,2
AL356289.1,0.00,0.03,0.00,0.00,0
AL109659.1,2.63,1.84,0.02,0.00,2
SLC5A9,0.53,1.36,0.25,0.00,1
AL109659.2,0.34,0.21,0.78,0.00,0
SPATA6,30.44,18.85,29.82,18.02,4
AGBL4,7.37,3.02,0.34,0.00,2
BEND5,0.74,2.21,1.61,3.92,3
AL645507.1,0.04,0.02,0.00,0.00,0
AC099788.1,0.09,0.19,0.00,0.00,0
AL590432.1,0.02,0.06,0.00,0.00,0
AGBL4-IT1,0.00,0.00,0.01,0.00,0
ELAVL4,0.23,0.67,0.03,0.00,0
AL592182.2,0.00,0.01,0.00,0.00,0
LINC02808,0.15,0.06,0.00,0.00,0
DMRTA2,0.06,0.10,0.11,0.00,0
FAF1,72.11,68.79,20.59,12.79,4
AL049637.1,0.23,0.92,0.00,0.00,0
CDKN2C,1.30,4.28,13.00,8.09,4
C1orf185,0.21,0.19,0.01,0.00,0
LINC01562,1.53,1.22,0.23,0.78,2
RNF11,24.70,19.46,53.54,35.25,4
AL162430.2,0.13,0.27,0.02,0.00,0
TTC39A,1.81,2.71,0.27,0.26,2
TTC39A-AS1,0.04,0.66,0.02,0.00,0
EPS15,52.43,63.88,23.89,32.38,4
AC104170.2,0.06,0.49,0.00,0.52,0
AC104170.1,4.74,5.34,0.08,0.00,2
OSBPL9,44.36,38.84,38.85,28.46,4
NRDC,49.58,48.51,38.34,26.89,4
AL050343.2,0.70,0.63,0.70,0.26,0
AL050343.3,0.06,0.15,0.20,0.26,0
RAB3B,1.36,1.06,0.13,0.52,2
TXNDC12,11.71,14.42,33.46,19.58,4
KTI12,0.32,2.01,6.55,4.96,3
AL445685.1,0.59,0.91,0.00,0.00,0
TXNDC12-AS1,0.00,0.03,0.00,0.00,0
BTF3L4,15.90,15.54,41.15,26.89,4
ZFYVE9,23.80,14.74,11.15,10.97,4
CC2D1B,8.35,10.36,10.09,7.31,4
AL513218.1,0.11,0.02,0.26,0.00,0
AL513218.2,1.13,0.30,0.81,0.00,1
ORC1,1.53,1.27,1.37,0.26,3
PRPF38A,13.33,17.78,28.79,21.67,4
TUT4,52.54,55.99,45.09,38.64,4
AL591167.1,0.06,0.02,0.03,0.26,0
GPX7,2.61,5.55,43.29,15.14,4
SHISAL2A,3.47,8.52,1.31,1.31,4
COA7,2.08,2.65,4.41,5.48,4
ZYG11B,16.56,17.65,19.13,25.85,4
ZYG11A,0.91,0.95,0.01,0.00,0
ECHDC2,18.24,21.47,16.12,19.06,4
SCP2,18.13,29.70,50.16,38.12,4
PODN,1.45,3.01,0.22,2.87,3
AL445183.1,0.02,0.17,0.00,0.00,0
SLC1A7,0.21,0.67,0.00,0.26,0
AL445183.2,0.02,0.01,0.01,0.00,0
CPT2,3.17,4.00,9.54,7.05,4
AL606760.2,1.78,1.02,0.55,0.78,2
CZIB,3.57,8.42,23.54,20.10,4
AL606760.3,0.30,0.18,0.20,0.00,0
MAGOH,13.05,17.54,36.40,25.85,4
AL606760.1,0.36,0.55,1.40,1.57,2
LRP8,9.44,6.17,11.51,4.44,4
AL355483.3,0.00,0.00,0.01,0.00,0
AL355483.1,0.00,0.02,0.00,0.00,0
AL355483.2,0.02,0.02,0.00,0.00,0
LINC01771,0.53,0.64,0.05,0.00,0
AC119428.2,0.08,0.13,0.00,0.00,0
AC119428.1,0.00,0.02,0.00,0.00,0
LINC02812,0.38,0.88,0.00,0.26,0
DMRTB1,0.00,0.01,0.00,0.00,0
GLIS1,5.78,2.46,0.61,0.00,2
NDC1,9.82,8.67,12.33,7.83,4
YIPF1,6.67,7.29,8.99,7.57,4
DIO1,0.74,2.06,0.01,0.00,1
HSPB11,16.36,21.49,28.40,19.84,4
LRRC42,3.00,2.90,13.04,6.53,4
LDLRAD1,0.02,0.06,0.00,0.00,0
TMEM59,23.27,41.29,77.66,49.87,4
TCEANC2,7.80,7.02,7.86,7.83,4
CDCP2,0.11,0.25,0.00,0.00,0
AL357673.2,0.00,0.01,0.01,0.00,0
CYB5RL,1.91,2.08,1.97,3.39,4
MRPL37,5.44,6.80,30.44,15.93,4
SSBP3,41.27,27.95,31.59,22.19,4
SSBP3-AS1,0.02,0.17,0.16,0.26,0
AL035415.1,0.11,0.02,0.01,0.00,0
AC099796.2,0.00,0.06,0.08,0.00,0
ACOT11,11.78,4.01,8.67,4.70,4
FAM151A,0.21,0.29,0.01,0.00,0
AL590093.1,0.02,0.04,0.00,0.00,0
MROH7,7.23,2.49,1.05,1.31,4
TTC4,10.24,6.76,12.89,10.97,4
PARS2,1.15,0.55,1.05,2.87,3
TTC22,0.77,1.63,1.40,0.78,2
AC096536.1,0.02,0.02,0.00,0.00,0
LEXM,0.51,0.70,0.04,0.00,0
DHCR24,6.04,1.90,26.52,8.36,4
AC096536.3,0.59,0.57,0.02,0.00,0
AC096536.2,0.02,0.00,0.00,0.00,0
DHCR24-DT,0.06,0.02,0.29,0.00,0
AL590440.2,0.02,0.03,0.05,0.00,0
TMEM61,0.06,0.02,0.31,0.00,0
AL590440.1,0.02,0.01,0.00,0.00,0
BSND,0.06,0.02,0.07,0.00,0
PCSK9,0.11,0.13,0.26,0.00,0
USP24,44.72,46.88,30.03,19.58,4
MIR4422HG,1.27,2.74,0.02,0.00,2
AL603840.1,1.62,1.06,0.02,0.26,2
LINC01753,0.02,0.09,0.00,0.00,0
AL353681.1,0.02,0.12,0.00,0.00,0
AC119674.1,11.33,6.92,0.23,3.13,3
LINC01767,0.02,0.05,0.00,0.00,0
PLPP3,17.32,16.00,5.34,20.89,4
PRKAA2,1.11,0.46,2.60,2.09,3
FYB2,0.06,0.08,0.07,0.26,0
C8A,0.02,0.01,0.01,0.00,0
C8B,0.08,0.04,0.02,0.00,0
AL161740.1,0.02,0.00,0.00,0.00,0
DAB1,21.28,21.12,0.19,0.26,2
DAB1-AS1,0.04,0.31,0.00,0.00,0
AL445193.2,0.06,0.24,0.00,0.00,0
OMA1,5.23,8.54,13.76,8.09,4
AL035411.3,0.43,0.17,0.01,0.26,0
TACSTD2,0.43,0.40,4.84,0.78,1
MYSM1,33.86,30.75,43.20,32.11,4
AL136985.3,0.89,0.55,0.03,0.00,0
JUN,53.20,64.84,97.78,75.20,4
LINC01135,6.40,7.24,0.67,1.31,3
AL136985.2,0.00,0.00,0.07,0.00,0
AL136985.1,0.08,0.29,0.00,0.00,0
LINC02777,1.11,1.08,0.67,0.00,2
LINC01358,2.53,3.21,0.01,0.78,2
AL592431.2,0.00,0.01,0.00,0.00,0
AL592431.1,0.13,0.12,0.00,0.00,0
AC093425.1,0.72,0.32,0.21,0.78,0
AC093424.1,0.08,0.05,0.15,0.00,0
FGGY,23.17,21.54,6.88,3.66,4
AL035416.1,0.09,0.40,0.01,0.00,0
HOOK1,1.68,3.81,0.16,0.52,2
CYP2J2,0.32,0.26,0.70,0.00,0
C1orf87,0.26,0.05,0.01,0.00,0
LINC02778,0.00,0.02,0.00,0.00,0
LINC01748,0.11,0.07,0.02,0.00,0
AC099792.1,0.23,0.09,0.00,0.00,0
NFIA,47.74,36.74,71.21,67.36,4
NFIA-AS2,0.38,0.40,0.01,0.00,0
NFIA-AS1,0.04,0.11,0.03,0.26,0
AC099791.3,0.23,0.09,0.00,0.26,0
AC099791.4,0.06,0.07,0.16,0.00,0
TM2D1,24.59,24.20,46.83,32.38,4
AC099791.2,0.45,0.54,0.58,0.26,0
PATJ,40.26,32.62,21.92,13.84,4
L1TD1,0.70,0.55,0.46,0.26,0
KANK4,2.61,1.34,1.25,1.57,4
USP1,11.31,12.76,22.02,18.02,4
DOCK7,35.28,23.94,48.11,26.11,4
ANGPTL3,0.06,0.17,0.02,0.00,0
AC103923.1,11.67,3.06,0.69,1.83,3
ATG4C,15.17,19.53,14.06,11.75,4
AC099794.1,0.11,0.09,0.02,0.00,0
LINC01739,0.13,0.05,0.00,0.00,0
AL162400.3,0.00,0.01,0.00,0.00,0
AC096543.1,0.02,0.02,0.00,0.00,0
LINC00466,0.30,0.32,0.00,0.00,0
FOXD3-AS1,0.00,0.02,0.02,0.00,0
FOXD3,0.04,0.03,0.01,0.00,0
ALG6,8.05,10.24,7.93,6.27,4
ITGB3BP,13.50,21.42,16.32,16.71,4
BX004807.1,0.19,0.68,0.00,0.00,0
EFCAB7,8.25,8.69,5.94,8.09,4
DLEU2L,1.30,1.33,3.08,1.83,4
PGM1,15.15,10.73,47.45,12.27,4
ROR1,21.10,11.53,4.65,4.44,4
ROR1-AS1,0.64,0.99,0.05,0.52,0
